tournament_name,match_name,stage_name,group_name,group_stage,knockout_stage,match_date,city_name,country_name,home_team_name,away_team_name,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,result,home_team_win,away_team_win,draw,winning_team,losing_team,year
1986 FIFA World Cup,South Korea v Bulgaria,group stage,Group A,1,0,6/5/1986,Mexico City,Mexico,South Korea,Bulgaria,1–1,1,1,0,0,draw,0,0,1,Bulgaria,South Korea,1986
1986 FIFA World Cup,Hungary v Canada,group stage,Group C,1,0,6/6/1986,Irapuato,Mexico,Hungary,Canada,2–0,2,0,2,-2,home team win,1,0,0,Hungary,Canada,1986
1986 FIFA World Cup,Brazil v Algeria,group stage,Group D,1,0,6/6/1986,Guadalajara,Mexico,Brazil,Algeria,1–0,1,0,1,-1,home team win,1,0,0,Brazil,Algeria,1986
1986 FIFA World Cup,England v Morocco,group stage,Group F,1,0,6/6/1986,Monterrey,Mexico,England,Morocco,0–0,0,0,0,0,draw,0,0,1,Morocco,England,1986
1986 FIFA World Cup,Mexico v Paraguay,group stage,Group B,1,0,6/7/1986,Mexico City,Mexico,Mexico,Paraguay,1–1,1,1,0,0,draw,0,0,1,Paraguay,Mexico,1986
1986 FIFA World Cup,Northern Ireland v Spain,group stage,Group D,1,0,6/7/1986,Guadalajara,Mexico,Northern Ireland,Spain,1–2,1,2,-1,1,away team win,0,1,0,Spain,Northern Ireland,1986
1986 FIFA World Cup,Poland v Portugal,group stage,Group F,1,0,6/7/1986,Monterrey,Mexico,Poland,Portugal,1–0,1,0,1,-1,home team win,1,0,0,Poland,Portugal,1986
1986 FIFA World Cup,Iraq v Belgium,group stage,Group B,1,0,6/8/1986,Toluca,Mexico,Iraq,Belgium,1–2,1,2,-1,1,away team win,0,1,0,Belgium,Iraq,1986
1986 FIFA World Cup,West Germany v Scotland,group stage,Group E,1,0,6/8/1986,Querétaro,Mexico,West Germany,Scotland,2–1,2,1,1,-1,home team win,1,0,0,West Germany,Scotland,1986
1986 FIFA World Cup,Denmark v Uruguay,group stage,Group E,1,0,6/8/1986,Nezahualcóyotl,Mexico,Denmark,Uruguay,6–1,6,1,5,-5,home team win,1,0,0,Denmark,Uruguay,1986
1986 FIFA World Cup,Hungary v France,group stage,Group C,1,0,6/9/1986,León,Mexico,Hungary,France,0–3,0,3,-3,3,away team win,0,1,0,France,Hungary,1986
1986 FIFA World Cup,Soviet Union v Canada,group stage,Group C,1,0,6/9/1986,Irapuato,Mexico,Soviet Union,Canada,2–0,2,0,2,-2,home team win,1,0,0,Soviet Union,Canada,1986
1986 FIFA World Cup,Argentina v Bulgaria,group stage,Group A,1,0,6/10/1986,Mexico City,Mexico,Argentina,Bulgaria,2–0,2,0,2,-2,home team win,1,0,0,Argentina,Bulgaria,1986
1986 FIFA World Cup,South Korea v Italy,group stage,Group A,1,0,6/10/1986,Puebla,Mexico,South Korea,Italy,2–3,2,3,-1,1,away team win,0,1,0,Italy,South Korea,1986
1986 FIFA World Cup,Iraq v Mexico,group stage,Group B,1,0,6/11/1986,Mexico City,Mexico,Iraq,Mexico,0–1,0,1,-1,1,away team win,0,1,0,Mexico,Iraq,1986
1986 FIFA World Cup,Paraguay v Belgium,group stage,Group B,1,0,6/11/1986,Toluca,Mexico,Paraguay,Belgium,2–2,2,2,0,0,draw,0,0,1,Belgium,Paraguay,1986
1986 FIFA World Cup,England v Poland,group stage,Group F,1,0,6/11/1986,Monterrey,Mexico,England,Poland,3–0,3,0,3,-3,home team win,1,0,0,England,Poland,1986
1986 FIFA World Cup,Portugal v Morocco,group stage,Group F,1,0,6/11/1986,Guadalajara,Mexico,Portugal,Morocco,1–3,1,3,-2,2,away team win,0,1,0,Morocco,Portugal,1986
1986 FIFA World Cup,Algeria v Spain,group stage,Group D,1,0,6/12/1986,Monterrey,Mexico,Algeria,Spain,0–3,0,3,-3,3,away team win,0,1,0,Spain,Algeria,1986
1986 FIFA World Cup,Northern Ireland v Brazil,group stage,Group D,1,0,6/12/1986,Guadalajara,Mexico,Northern Ireland,Brazil,0–3,0,3,-3,3,away team win,0,1,0,Brazil,Northern Ireland,1986
1986 FIFA World Cup,Denmark v West Germany,group stage,Group E,1,0,6/13/1986,Querétaro,Mexico,Denmark,West Germany,2–0,2,0,2,-2,home team win,1,0,0,Denmark,West Germany,1986
1986 FIFA World Cup,Scotland v Uruguay,group stage,Group E,1,0,6/13/1986,Nezahualcóyotl,Mexico,Scotland,Uruguay,0–0,0,0,0,0,draw,0,0,1,Uruguay,Scotland,1986
1986 FIFA World Cup,Mexico v Bulgaria,round of 16,not applicable,0,1,6/15/1986,Mexico City,Mexico,Mexico,Bulgaria,2–0,2,0,2,-2,home team win,1,0,0,Mexico,Bulgaria,1986
1986 FIFA World Cup,Soviet Union v Belgium,round of 16,not applicable,0,1,6/15/1986,León,Mexico,Soviet Union,Belgium,3–4,3,4,-1,1,away team win,0,1,0,Belgium,Soviet Union,1986
1986 FIFA World Cup,Brazil v Poland,round of 16,not applicable,0,1,6/16/1986,Guadalajara,Mexico,Brazil,Poland,4–0,4,0,4,-4,home team win,1,0,0,Brazil,Poland,1986
1986 FIFA World Cup,Argentina v Uruguay,round of 16,not applicable,0,1,6/16/1986,Puebla,Mexico,Argentina,Uruguay,1–0,1,0,1,-1,home team win,1,0,0,Argentina,Uruguay,1986
1986 FIFA World Cup,Italy v France,round of 16,not applicable,0,1,6/17/1986,Mexico City,Mexico,Italy,France,0–2,0,2,-2,2,away team win,0,1,0,France,Italy,1986
1986 FIFA World Cup,Morocco v West Germany,round of 16,not applicable,0,1,6/17/1986,Monterrey,Mexico,Morocco,West Germany,0–1,0,1,-1,1,away team win,0,1,0,West Germany,Morocco,1986
1986 FIFA World Cup,England v Paraguay,round of 16,not applicable,0,1,6/18/1986,Mexico City,Mexico,England,Paraguay,3–0,3,0,3,-3,home team win,1,0,0,England,Paraguay,1986
1986 FIFA World Cup,Denmark v Spain,round of 16,not applicable,0,1,6/18/1986,Querétaro,Mexico,Denmark,Spain,1–5,1,5,-4,4,away team win,0,1,0,Spain,Denmark,1986
1986 FIFA World Cup,Brazil v France,quarter-finals,not applicable,0,1,6/21/1986,Guadalajara,Mexico,Brazil,France,1–1,1,1,0,0,away team win,0,1,0,France,Brazil,1986
1986 FIFA World Cup,West Germany v Mexico,quarter-finals,not applicable,0,1,6/21/1986,Monterrey,Mexico,West Germany,Mexico,0–0,0,0,0,0,home team win,1,0,0,Mexico,West Germany,1986
1986 FIFA World Cup,Argentina v England,quarter-finals,not applicable,0,1,6/22/1986,Mexico City,Mexico,Argentina,England,2–1,2,1,1,-1,home team win,1,0,0,Argentina,England,1986
1986 FIFA World Cup,Spain v Belgium,quarter-finals,not applicable,0,1,6/22/1986,Puebla,Mexico,Spain,Belgium,1–1,1,1,0,0,away team win,0,1,0,Belgium,Spain,1986
1986 FIFA World Cup,France v West Germany,semi-finals,not applicable,0,1,6/25/1986,Guadalajara,Mexico,France,West Germany,0–2,0,2,-2,2,away team win,0,1,0,West Germany,France,1986
1986 FIFA World Cup,Argentina v Belgium,semi-finals,not applicable,0,1,6/25/1986,Mexico City,Mexico,Argentina,Belgium,2–0,2,0,2,-2,home team win,1,0,0,Argentina,Belgium,1986
1986 FIFA World Cup,Belgium v France,third-place match,not applicable,0,1,6/28/1986,Puebla,Mexico,Belgium,France,2–4,2,4,-2,2,away team win,0,1,0,France,Belgium,1986
1986 FIFA World Cup,Argentina v West Germany,final,not applicable,0,1,6/29/1986,Mexico City,Mexico,Argentina,West Germany,3–2,3,2,1,-1,home team win,1,0,0,Argentina,West Germany,1986
1990 FIFA World Cup,Argentina v Cameroon,group stage,Group B,1,0,6/8/1990,Milan,Italy,Argentina,Cameroon,0–1,0,1,-1,1,away team win,0,1,0,Cameroon,Argentina,1990
1990 FIFA World Cup,Soviet Union v Romania,group stage,Group B,1,0,6/9/1990,Bari,Italy,Soviet Union,Romania,0–2,0,2,-2,2,away team win,0,1,0,Romania,Soviet Union,1990
1990 FIFA World Cup,United Arab Emirates v Colombia,group stage,Group D,1,0,6/9/1990,Bologna,Italy,United Arab Emirates,Colombia,0–2,0,2,-2,2,away team win,0,1,0,Colombia,United Arab Emirates,1990
1990 FIFA World Cup,Italy v Austria,group stage,Group A,1,0,6/9/1990,Rome,Italy,Italy,Austria,1–0,1,0,1,-1,home team win,1,0,0,Italy,Austria,1990
1990 FIFA World Cup,United States v Czechoslovakia,group stage,Group A,1,0,6/10/1990,Florence,Italy,United States,Czechoslovakia,1–5,1,5,-4,4,away team win,0,1,0,Czechoslovakia,United States,1990
1990 FIFA World Cup,Brazil v Sweden,group stage,Group C,1,0,6/10/1990,Turin,Italy,Brazil,Sweden,2–1,2,1,1,-1,home team win,1,0,0,Brazil,Sweden,1990
1990 FIFA World Cup,West Germany v Yugoslavia,group stage,Group D,1,0,6/10/1990,Milan,Italy,West Germany,Yugoslavia,4–1,4,1,3,-3,home team win,1,0,0,West Germany,Yugoslavia,1990
1990 FIFA World Cup,Costa Rica v Scotland,group stage,Group C,1,0,6/11/1990,Genoa,Italy,Costa Rica,Scotland,1–0,1,0,1,-1,home team win,1,0,0,Costa Rica,Scotland,1990
1990 FIFA World Cup,England v Republic of Ireland,group stage,Group F,1,0,6/11/1990,Cagliari,Italy,England,Republic of Ireland,1–1,1,1,0,0,draw,0,0,1,Republic of Ireland,England,1990
1990 FIFA World Cup,Belgium v South Korea,group stage,Group E,1,0,6/12/1990,Verona,Italy,Belgium,South Korea,2–0,2,0,2,-2,home team win,1,0,0,Belgium,South Korea,1990
1990 FIFA World Cup,Netherlands v Egypt,group stage,Group F,1,0,6/12/1990,Palermo,Italy,Netherlands,Egypt,1–1,1,1,0,0,draw,0,0,1,Egypt,Netherlands,1990
1990 FIFA World Cup,Uruguay v Spain,group stage,Group E,1,0,6/13/1990,Udine,Italy,Uruguay,Spain,0–0,0,0,0,0,draw,0,0,1,Spain,Uruguay,1990
1990 FIFA World Cup,Argentina v Soviet Union,group stage,Group B,1,0,6/13/1990,Naples,Italy,Argentina,Soviet Union,2–0,2,0,2,-2,home team win,1,0,0,Argentina,Soviet Union,1990
1990 FIFA World Cup,Cameroon v Romania,group stage,Group B,1,0,6/14/1990,Bari,Italy,Cameroon,Romania,2–1,2,1,1,-1,home team win,1,0,0,Cameroon,Romania,1990
1990 FIFA World Cup,Yugoslavia v Colombia,group stage,Group D,1,0,6/14/1990,Bologna,Italy,Yugoslavia,Colombia,1–0,1,0,1,-1,home team win,1,0,0,Yugoslavia,Colombia,1990
1990 FIFA World Cup,Italy v United States,group stage,Group A,1,0,6/14/1990,Rome,Italy,Italy,United States,1–0,1,0,1,-1,home team win,1,0,0,Italy,United States,1990
1990 FIFA World Cup,Austria v Czechoslovakia,group stage,Group A,1,0,6/15/1990,Florence,Italy,Austria,Czechoslovakia,0–1,0,1,-1,1,away team win,0,1,0,Czechoslovakia,Austria,1990
1990 FIFA World Cup,West Germany v United Arab Emirates,group stage,Group D,1,0,6/15/1990,Milan,Italy,West Germany,United Arab Emirates,5–1,5,1,4,-4,home team win,1,0,0,West Germany,United Arab Emirates,1990
1990 FIFA World Cup,Brazil v Costa Rica,group stage,Group C,1,0,6/16/1990,Turin,Italy,Brazil,Costa Rica,1–0,1,0,1,-1,home team win,1,0,0,Brazil,Costa Rica,1990
1990 FIFA World Cup,Sweden v Scotland,group stage,Group C,1,0,6/16/1990,Genoa,Italy,Sweden,Scotland,1–2,1,2,-1,1,away team win,0,1,0,Scotland,Sweden,1990
1990 FIFA World Cup,England v Netherlands,group stage,Group F,1,0,6/16/1990,Cagliari,Italy,England,Netherlands,0–0,0,0,0,0,draw,0,0,1,Netherlands,England,1990
1990 FIFA World Cup,Republic of Ireland v Egypt,group stage,Group F,1,0,6/17/1990,Palermo,Italy,Republic of Ireland,Egypt,0–0,0,0,0,0,draw,0,0,1,Egypt,Republic of Ireland,1990
1990 FIFA World Cup,Belgium v Uruguay,group stage,Group E,1,0,6/17/1990,Verona,Italy,Belgium,Uruguay,3–1,3,1,2,-2,home team win,1,0,0,Belgium,Uruguay,1990
1990 FIFA World Cup,South Korea v Spain,group stage,Group E,1,0,6/17/1990,Udine,Italy,South Korea,Spain,1–3,1,3,-2,2,away team win,0,1,0,Spain,South Korea,1990
1990 FIFA World Cup,Argentina v Romania,group stage,Group B,1,0,6/18/1990,Naples,Italy,Argentina,Romania,1–1,1,1,0,0,draw,0,0,1,Romania,Argentina,1990
1990 FIFA World Cup,Cameroon v Soviet Union,group stage,Group B,1,0,6/18/1990,Bari,Italy,Cameroon,Soviet Union,0–4,0,4,-4,4,away team win,0,1,0,Soviet Union,Cameroon,1990
1990 FIFA World Cup,West Germany v Colombia,group stage,Group D,1,0,6/19/1990,Milan,Italy,West Germany,Colombia,1–1,1,1,0,0,draw,0,0,1,Colombia,West Germany,1990
1990 FIFA World Cup,Yugoslavia v United Arab Emirates,group stage,Group D,1,0,6/19/1990,Bologna,Italy,Yugoslavia,United Arab Emirates,4–1,4,1,3,-3,home team win,1,0,0,Yugoslavia,United Arab Emirates,1990
1990 FIFA World Cup,Austria v United States,group stage,Group A,1,0,6/19/1990,Florence,Italy,Austria,United States,2–1,2,1,1,-1,home team win,1,0,0,Austria,United States,1990
1990 FIFA World Cup,Italy v Czechoslovakia,group stage,Group A,1,0,6/19/1990,Rome,Italy,Italy,Czechoslovakia,2–0,2,0,2,-2,home team win,1,0,0,Italy,Czechoslovakia,1990
1990 FIFA World Cup,Brazil v Scotland,group stage,Group C,1,0,6/20/1990,Turin,Italy,Brazil,Scotland,1–0,1,0,1,-1,home team win,1,0,0,Brazil,Scotland,1990
1990 FIFA World Cup,Sweden v Costa Rica,group stage,Group C,1,0,6/20/1990,Genoa,Italy,Sweden,Costa Rica,1–2,1,2,-1,1,away team win,0,1,0,Costa Rica,Sweden,1990
1990 FIFA World Cup,Belgium v Spain,group stage,Group E,1,0,6/21/1990,Verona,Italy,Belgium,Spain,1–2,1,2,-1,1,away team win,0,1,0,Spain,Belgium,1990
1990 FIFA World Cup,South Korea v Uruguay,group stage,Group E,1,0,6/21/1990,Udine,Italy,South Korea,Uruguay,0–1,0,1,-1,1,away team win,0,1,0,Uruguay,South Korea,1990
1990 FIFA World Cup,England v Egypt,group stage,Group F,1,0,6/21/1990,Cagliari,Italy,England,Egypt,1–0,1,0,1,-1,home team win,1,0,0,England,Egypt,1990
1990 FIFA World Cup,Republic of Ireland v Netherlands,group stage,Group F,1,0,6/21/1990,Palermo,Italy,Republic of Ireland,Netherlands,1–1,1,1,0,0,draw,0,0,1,Netherlands,Republic of Ireland,1990
1990 FIFA World Cup,Cameroon v Colombia,round of 16,not applicable,0,1,6/23/1990,Naples,Italy,Cameroon,Colombia,2–1,2,1,1,-1,home team win,1,0,0,Cameroon,Colombia,1990
1990 FIFA World Cup,Czechoslovakia v Costa Rica,round of 16,not applicable,0,1,6/23/1990,Bari,Italy,Czechoslovakia,Costa Rica,4–1,4,1,3,-3,home team win,1,0,0,Czechoslovakia,Costa Rica,1990
1990 FIFA World Cup,Brazil v Argentina,round of 16,not applicable,0,1,6/24/1990,Turin,Italy,Brazil,Argentina,0–1,0,1,-1,1,away team win,0,1,0,Argentina,Brazil,1990
1990 FIFA World Cup,West Germany v Netherlands,round of 16,not applicable,0,1,6/24/1990,Milan,Italy,West Germany,Netherlands,2–1,2,1,1,-1,home team win,1,0,0,West Germany,Netherlands,1990
1990 FIFA World Cup,Republic of Ireland v Romania,round of 16,not applicable,0,1,6/25/1990,Genoa,Italy,Republic of Ireland,Romania,0–0,0,0,0,0,home team win,1,0,0,Romania,Republic of Ireland,1990
1990 FIFA World Cup,Italy v Uruguay,round of 16,not applicable,0,1,6/25/1990,Rome,Italy,Italy,Uruguay,2–0,2,0,2,-2,home team win,1,0,0,Italy,Uruguay,1990
1990 FIFA World Cup,Spain v Yugoslavia,round of 16,not applicable,0,1,6/26/1990,Verona,Italy,Spain,Yugoslavia,1–2,1,2,-1,1,away team win,0,1,0,Yugoslavia,Spain,1990
1990 FIFA World Cup,England v Belgium,round of 16,not applicable,0,1,6/26/1990,Bologna,Italy,England,Belgium,1–0,1,0,1,-1,home team win,1,0,0,England,Belgium,1990
1990 FIFA World Cup,Argentina v Yugoslavia,quarter-finals,not applicable,0,1,6/30/1990,Florence,Italy,Argentina,Yugoslavia,0–0,0,0,0,0,home team win,1,0,0,Yugoslavia,Argentina,1990
1990 FIFA World Cup,Republic of Ireland v Italy,quarter-finals,not applicable,0,1,6/30/1990,Rome,Italy,Republic of Ireland,Italy,0–1,0,1,-1,1,away team win,0,1,0,Italy,Republic of Ireland,1990
1990 FIFA World Cup,Czechoslovakia v West Germany,quarter-finals,not applicable,0,1,7/1/1990,Milan,Italy,Czechoslovakia,West Germany,0–1,0,1,-1,1,away team win,0,1,0,West Germany,Czechoslovakia,1990
1990 FIFA World Cup,Cameroon v England,quarter-finals,not applicable,0,1,7/1/1990,Naples,Italy,Cameroon,England,2–3,2,3,-1,1,away team win,0,1,0,England,Cameroon,1990
1990 FIFA World Cup,Argentina v Italy,semi-finals,not applicable,0,1,7/3/1990,Naples,Italy,Argentina,Italy,1–1,1,1,0,0,home team win,1,0,0,Italy,Argentina,1990
1990 FIFA World Cup,West Germany v England,semi-finals,not applicable,0,1,7/4/1990,Turin,Italy,West Germany,England,1–1,1,1,0,0,home team win,1,0,0,England,West Germany,1990
1990 FIFA World Cup,Italy v England,third-place match,not applicable,0,1,7/7/1990,Bari,Italy,Italy,England,2–1,2,1,1,-1,home team win,1,0,0,Italy,England,1990
1990 FIFA World Cup,West Germany v Argentina,final,not applicable,0,1,7/8/1990,Rome,Italy,West Germany,Argentina,1–0,1,0,1,-1,home team win,1,0,0,West Germany,Argentina,1990
1994 FIFA World Cup,Germany v Bolivia,group stage,Group C,1,0,6/17/1994,Chicago,United States,Germany,Bolivia,1–0,1,0,1,-1,home team win,1,0,0,Germany,Bolivia,1994
1994 FIFA World Cup,Spain v South Korea,group stage,Group C,1,0,6/17/1994,Dallas,United States,Spain,South Korea,2–2,2,2,0,0,draw,0,0,1,South Korea,Spain,1994
1994 FIFA World Cup,United States v Switzerland,group stage,Group A,1,0,6/18/1994,Pontiac,United States,United States,Switzerland,1–1,1,1,0,0,draw,0,0,1,Switzerland,United States,1994
1994 FIFA World Cup,Italy v Republic of Ireland,group stage,Group E,1,0,6/18/1994,East Rutherford,United States,Italy,Republic of Ireland,0–1,0,1,-1,1,away team win,0,1,0,Republic of Ireland,Italy,1994
1994 FIFA World Cup,Colombia v Romania,group stage,Group A,1,0,6/18/1994,Pasadena,United States,Colombia,Romania,1–3,1,3,-2,2,away team win,0,1,0,Romania,Colombia,1994
1994 FIFA World Cup,Belgium v Morocco,group stage,Group F,1,0,6/19/1994,Orlando,United States,Belgium,Morocco,1–0,1,0,1,-1,home team win,1,0,0,Belgium,Morocco,1994
1994 FIFA World Cup,Norway v Mexico,group stage,Group E,1,0,6/19/1994,"Washington, D.C.",United States,Norway,Mexico,1–0,1,0,1,-1,home team win,1,0,0,Norway,Mexico,1994
1994 FIFA World Cup,Cameroon v Sweden,group stage,Group B,1,0,6/19/1994,Pasadena,United States,Cameroon,Sweden,2–2,2,2,0,0,draw,0,0,1,Sweden,Cameroon,1994
1994 FIFA World Cup,Brazil v Russia,group stage,Group B,1,0,6/20/1994,Stanford,United States,Brazil,Russia,2–0,2,0,2,-2,home team win,1,0,0,Brazil,Russia,1994
1994 FIFA World Cup,Netherlands v Saudi Arabia,group stage,Group F,1,0,6/20/1994,"Washington, D.C.",United States,Netherlands,Saudi Arabia,2–1,2,1,1,-1,home team win,1,0,0,Netherlands,Saudi Arabia,1994
1994 FIFA World Cup,Argentina v Greece,group stage,Group D,1,0,6/21/1994,Foxborough,United States,Argentina,Greece,4–0,4,0,4,-4,home team win,1,0,0,Argentina,Greece,1994
1994 FIFA World Cup,Germany v Spain,group stage,Group C,1,0,6/21/1994,Chicago,United States,Germany,Spain,1–1,1,1,0,0,draw,0,0,1,Spain,Germany,1994
1994 FIFA World Cup,Nigeria v Bulgaria,group stage,Group D,1,0,6/21/1994,Dallas,United States,Nigeria,Bulgaria,3–0,3,0,3,-3,home team win,1,0,0,Nigeria,Bulgaria,1994
1994 FIFA World Cup,Romania v Switzerland,group stage,Group A,1,0,6/22/1994,Pontiac,United States,Romania,Switzerland,1–4,1,4,-3,3,away team win,0,1,0,Switzerland,Romania,1994
1994 FIFA World Cup,United States v Colombia,group stage,Group A,1,0,6/22/1994,Pasadena,United States,United States,Colombia,2–1,2,1,1,-1,home team win,1,0,0,United States,Colombia,1994
1994 FIFA World Cup,Italy v Norway,group stage,Group E,1,0,6/23/1994,East Rutherford,United States,Italy,Norway,1–0,1,0,1,-1,home team win,1,0,0,Italy,Norway,1994
1994 FIFA World Cup,South Korea v Bolivia,group stage,Group C,1,0,6/23/1994,Foxborough,United States,South Korea,Bolivia,0–0,0,0,0,0,draw,0,0,1,Bolivia,South Korea,1994
1994 FIFA World Cup,Mexico v Republic of Ireland,group stage,Group E,1,0,6/24/1994,Orlando,United States,Mexico,Republic of Ireland,2–1,2,1,1,-1,home team win,1,0,0,Mexico,Republic of Ireland,1994
1994 FIFA World Cup,Brazil v Cameroon,group stage,Group B,1,0,6/24/1994,Stanford,United States,Brazil,Cameroon,3–0,3,0,3,-3,home team win,1,0,0,Brazil,Cameroon,1994
1994 FIFA World Cup,Sweden v Russia,group stage,Group B,1,0,6/24/1994,Pontiac,United States,Sweden,Russia,3–1,3,1,2,-2,home team win,1,0,0,Sweden,Russia,1994
1994 FIFA World Cup,Belgium v Netherlands,group stage,Group F,1,0,6/25/1994,Orlando,United States,Belgium,Netherlands,1–0,1,0,1,-1,home team win,1,0,0,Belgium,Netherlands,1994
1994 FIFA World Cup,Saudi Arabia v Morocco,group stage,Group F,1,0,6/25/1994,East Rutherford,United States,Saudi Arabia,Morocco,2–1,2,1,1,-1,home team win,1,0,0,Saudi Arabia,Morocco,1994
1994 FIFA World Cup,Argentina v Nigeria,group stage,Group D,1,0,6/25/1994,Foxborough,United States,Argentina,Nigeria,2–1,2,1,1,-1,home team win,1,0,0,Argentina,Nigeria,1994
1994 FIFA World Cup,Bulgaria v Greece,group stage,Group D,1,0,6/26/1994,Chicago,United States,Bulgaria,Greece,4–0,4,0,4,-4,home team win,1,0,0,Bulgaria,Greece,1994
1994 FIFA World Cup,Switzerland v Colombia,group stage,Group A,1,0,6/26/1994,Stanford,United States,Switzerland,Colombia,0–2,0,2,-2,2,away team win,0,1,0,Colombia,Switzerland,1994
1994 FIFA World Cup,United States v Romania,group stage,Group A,1,0,6/26/1994,Pasadena,United States,United States,Romania,0–1,0,1,-1,1,away team win,0,1,0,Romania,United States,1994
1994 FIFA World Cup,Bolivia v Spain,group stage,Group C,1,0,6/27/1994,Chicago,United States,Bolivia,Spain,1–3,1,3,-2,2,away team win,0,1,0,Spain,Bolivia,1994
1994 FIFA World Cup,Germany v South Korea,group stage,Group C,1,0,6/27/1994,Dallas,United States,Germany,South Korea,3–2,3,2,1,-1,home team win,1,0,0,Germany,South Korea,1994
1994 FIFA World Cup,Italy v Mexico,group stage,Group E,1,0,6/28/1994,"Washington, D.C.",United States,Italy,Mexico,1–1,1,1,0,0,draw,0,0,1,Mexico,Italy,1994
1994 FIFA World Cup,Republic of Ireland v Norway,group stage,Group E,1,0,6/28/1994,East Rutherford,United States,Republic of Ireland,Norway,0–0,0,0,0,0,draw,0,0,1,Norway,Republic of Ireland,1994
1994 FIFA World Cup,Russia v Cameroon,group stage,Group B,1,0,6/28/1994,Stanford,United States,Russia,Cameroon,6–1,6,1,5,-5,home team win,1,0,0,Russia,Cameroon,1994
1994 FIFA World Cup,Brazil v Sweden,group stage,Group B,1,0,6/28/1994,Pontiac,United States,Brazil,Sweden,1–1,1,1,0,0,draw,0,0,1,Sweden,Brazil,1994
1994 FIFA World Cup,Belgium v Saudi Arabia,group stage,Group F,1,0,6/29/1994,"Washington, D.C.",United States,Belgium,Saudi Arabia,0–1,0,1,-1,1,away team win,0,1,0,Saudi Arabia,Belgium,1994
1994 FIFA World Cup,Morocco v Netherlands,group stage,Group F,1,0,6/29/1994,Orlando,United States,Morocco,Netherlands,1–2,1,2,-1,1,away team win,0,1,0,Netherlands,Morocco,1994
1994 FIFA World Cup,Argentina v Bulgaria,group stage,Group D,1,0,6/30/1994,Dallas,United States,Argentina,Bulgaria,0–2,0,2,-2,2,away team win,0,1,0,Bulgaria,Argentina,1994
1994 FIFA World Cup,Greece v Nigeria,group stage,Group D,1,0,6/30/1994,Foxborough,United States,Greece,Nigeria,0–2,0,2,-2,2,away team win,0,1,0,Nigeria,Greece,1994
1994 FIFA World Cup,Germany v Belgium,round of 16,not applicable,0,1,7/2/1994,Chicago,United States,Germany,Belgium,3–2,3,2,1,-1,home team win,1,0,0,Germany,Belgium,1994
1994 FIFA World Cup,Spain v Switzerland,round of 16,not applicable,0,1,7/2/1994,"Washington, D.C.",United States,Spain,Switzerland,3–0,3,0,3,-3,home team win,1,0,0,Spain,Switzerland,1994
1994 FIFA World Cup,Saudi Arabia v Sweden,round of 16,not applicable,0,1,7/3/1994,Dallas,United States,Saudi Arabia,Sweden,1–3,1,3,-2,2,away team win,0,1,0,Sweden,Saudi Arabia,1994
1994 FIFA World Cup,Romania v Argentina,round of 16,not applicable,0,1,7/3/1994,Pasadena,United States,Romania,Argentina,3–2,3,2,1,-1,home team win,1,0,0,Romania,Argentina,1994
1994 FIFA World Cup,Netherlands v Republic of Ireland,round of 16,not applicable,0,1,7/4/1994,Orlando,United States,Netherlands,Republic of Ireland,2–0,2,0,2,-2,home team win,1,0,0,Netherlands,Republic of Ireland,1994
1994 FIFA World Cup,Brazil v United States,round of 16,not applicable,0,1,7/4/1994,Stanford,United States,Brazil,United States,1–0,1,0,1,-1,home team win,1,0,0,Brazil,United States,1994
1994 FIFA World Cup,Nigeria v Italy,round of 16,not applicable,0,1,7/5/1994,Foxborough,United States,Nigeria,Italy,1–2,1,2,-1,1,away team win,0,1,0,Italy,Nigeria,1994
1994 FIFA World Cup,Mexico v Bulgaria,round of 16,not applicable,0,1,7/5/1994,East Rutherford,United States,Mexico,Bulgaria,1–1,1,1,0,0,away team win,0,1,0,Bulgaria,Mexico,1994
1994 FIFA World Cup,Italy v Spain,quarter-finals,not applicable,0,1,7/9/1994,Foxborough,United States,Italy,Spain,2–1,2,1,1,-1,home team win,1,0,0,Italy,Spain,1994
1994 FIFA World Cup,Netherlands v Brazil,quarter-finals,not applicable,0,1,7/9/1994,Dallas,United States,Netherlands,Brazil,2–3,2,3,-1,1,away team win,0,1,0,Brazil,Netherlands,1994
1994 FIFA World Cup,Bulgaria v Germany,quarter-finals,not applicable,0,1,7/10/1994,East Rutherford,United States,Bulgaria,Germany,2–1,2,1,1,-1,home team win,1,0,0,Bulgaria,Germany,1994
1994 FIFA World Cup,Romania v Sweden,quarter-finals,not applicable,0,1,7/10/1994,Stanford,United States,Romania,Sweden,2–2,2,2,0,0,away team win,0,1,0,Sweden,Romania,1994
1994 FIFA World Cup,Bulgaria v Italy,semi-finals,not applicable,0,1,7/13/1994,East Rutherford,United States,Bulgaria,Italy,1–2,1,2,-1,1,away team win,0,1,0,Italy,Bulgaria,1994
1994 FIFA World Cup,Sweden v Brazil,semi-finals,not applicable,0,1,7/13/1994,Pasadena,United States,Sweden,Brazil,0–1,0,1,-1,1,away team win,0,1,0,Brazil,Sweden,1994
1994 FIFA World Cup,Sweden v Bulgaria,third-place match,not applicable,0,1,7/16/1994,Pasadena,United States,Sweden,Bulgaria,4–0,4,0,4,-4,home team win,1,0,0,Sweden,Bulgaria,1994
